row,url,skip_reason
261,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=48232&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=48232&StatusTyp"
262,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=48219&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=48219&StatusTyp"
263,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=48278&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=48278&StatusTyp"
264,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=49128&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=49128&StatusTyp"
265,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=49152&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=49152&StatusTyp"
266,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=49166&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=49166&StatusTyp"
267,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=49167&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=49167&StatusTyp"
268,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=48576&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=48576&StatusTyp"
269,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=50498&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=50498&StatusTyp"
270,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=50533&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=50533&StatusTyp"
281,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=58215&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=58215&StatusTyp"
282,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=47860&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=47860&StatusTyp"
283,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=52144&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=52144&StatusTyp"
284,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=52181&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=52181&StatusTyp"
